央视频道,#genre#
CCTV-12,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002147/1.m3u8
CCTV-12,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225605/index.m3u8
CCTV-13,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226062/index.m3u8
CCTV-13,http://183.204.13.237/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225510/index.m3u8
CCTV-13,http://183.204.13.237/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225703/index.m3u8
CCTV-14,http://183.204.13.237/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225513/index.m3u8
CCTV-14,http://183.204.13.237/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225604/index.m3u8
CCTV-14,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225604/index.m3u8
CCTV-15,http://183.204.13.237/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225515/index.m3u8
CCTV-15,http://183.204.13.237/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225705/index.m3u8
CCTV-15,http://183.204.13.237/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225706/index.m3u8
CCTV-16,http://183.204.13.237/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226095/index.m3u8
CCTV-16,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226095/index.m3u8
CCTV-16,https://cntv.lat/tv/live.php?auth=231110&id=cctv16
CCTV-17,http://183.204.13.237/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225608/index.m3u8
CCTV-17,http://218.13.170.98:9901/tsfile/live/0016_1.m3u8
CCTV-17,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225608/index.m3u8
CCTV-4K,http://159.75.85.63:5680/d/ad/h264/playad.m3u8
CCTV-4K,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/ott.mobaibox.com/PLTV/3/224/3221228228/index.m3u8
CCTV-4K,https://live.goodiptv.club/api/bestv.php?id=cctv4k/15000000
CCTV-8K,http://[2409:8087:2001:20:2800:0:df6e:eb02]/wh7f454c46tw3737653395_1580816352/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8?icpid=3&RTS=1678665935&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3
CCTV-8K,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8

卫视频道,#genre#
北京卫视,http://58.35.70.169:10055/live/bjtv/hls.m3u8
北京卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=39
北京卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东方卫视,http://58.35.70.169:10055/live/dftv/hls.m3u8
东方卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=40
东方卫视,http://111.75.151.236:50085/newlive/live/hls/23/live.m3u8
天津卫视,http://58.35.70.169:10055/live/tjws/hls.m3u8
天津卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=47
天津卫视,http://111.75.151.236:50085/newlive/live/hls/28/live.m3u8
重庆卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=56
重庆卫视,http://111.75.151.236:50085/newlive/live/hls/40/live.m3u8
重庆卫视,http://php.jdshipin.com:8880/bst.php?id=cqwshd8m/8000000
黑龙江卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=52
黑龙江卫视,http://111.75.151.236:50085/newlive/live/hls/32/live.m3u8
黑龙江卫视,http://php.jdshipin.com:8880/bst.php?id=hljwshd/4000000
吉林卫视,http://111.75.151.236:50085/newlive/live/hls/35/live.m3u8
吉林卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
辽宁卫视,https://mpimg.cn/view.php/ca72438652c246086408c65f9533ec55.mp4
辽宁卫视,http://xxw.me0.cn/api/migu.php?id=21
辽宁卫视,http://111.75.151.236:50085/newlive/live/hls/30/live.m3u8
内蒙古卫视,http://58.35.70.169:10055/live/nmgtv/hls.m3u8
内蒙古卫视,http://111.75.151.236:50085/newlive/live/hls/48/live.m3u8
内蒙古卫视,http://php.jdshipin.com:8880/bst.php?id=nmgws/1300000
宁夏卫视,http://111.75.151.236:50085/newlive/live/hls/38/live.m3u8
宁夏卫视,http://[2409:8087:2001:20:2800:0:df6e:eb06]/ott.mobaibox.com/PLTV/3/224/3221227563/index.m3u8
甘肃卫视,http://111.75.151.236:50085/newlive/live/hls/41/live.m3u8
甘肃卫视,http://php.jdshipin.com:8880/bst.php?id=gswshd8m/8000000
甘肃卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/wh7f454c46tw1400573680_-1979013462/ott.mobaibox.com/PLTV/3/224/3221227568/index.m3u8?icpid=3&RTS=1668600490&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3
青海卫视,http://58.35.70.169:10055/live/qhtv/hls.m3u8
青海卫视,http://111.75.151.236:50085/newlive/live/hls/46/live.m3u8
青海卫视,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
陕西卫视,http://xxw.me0.cn/api/migu.php?id=22
陕西卫视,http://111.75.151.236:50085/newlive/live/hls/47/live.m3u8
陕西卫视,http://php.jdshipin.com:8880/bst.php?id=sxws/1300000
河北卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河北卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=49
河北卫视,http://111.75.151.236:50085/newlive/live/hls/51/live.m3u8
山西卫视,http://58.35.70.169:10055/live/sxtv/hls.m3u8
山西卫视,http://111.75.151.236:50085/newlive/live/hls/44/live.m3u8
山西卫视,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
山东卫视,http://223.109.210.41/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226326/index.m3u8
山东卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=44
山东卫视,http://xxw.me0.cn/api/migu.php?id=23
安徽卫视,https://mpimg.cn/view.php/ca72438652c246086408c65f9533ec55.mp4
安徽卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226391/index.m3u8
安徽卫视,http://111.75.151.236:50085/newlive/live/hls/29/live.m3u8
河南卫视,http://58.35.70.169:10055/live/hntv/hls.m3u8
河南卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=50
河南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
湖北卫视,http://58.35.70.169:10055/live/hbtv/hls.m3u8
湖北卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=54
湖北卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226477/index.m3u8
湖南卫视,http://58.35.70.169:10055/live/huntv/hls.m3u8
湖南卫视,https://mpimg.cn/view.php/ca72438652c246086408c65f9533ec55.mp4
湖南卫视,http://iptv123.msns.cn:9901/tsfile/live/0128_1.m3u8
江西卫视,http://58.35.70.169:10055/live/jxtv/hls.m3u8
江西卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=55
江西卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225935/index.m3u8
江苏卫视,http://58.35.70.169:10055/live/jstv/hls.m3u8
江苏卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=43
江苏卫视,http://xxw.me0.cn/api/migu.php?id=27
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://58.35.70.169:10055/live/zjtv/hls.m3u8
浙江卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=42
东南卫视,http://58.35.70.169:10055/live/dntv/hls.m3u8
东南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东南卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=48
厦门卫视,https://cntv.lat/tv/live.php?auth=231110&id=xmws
厦门卫视,http://php.jdshipin.com:8880/bst.php?id=xmws/1300000
厦门卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u8?fmmv6
广东卫视,http://113.66.5.224:4433/tsfile/live/0125_1.m3u8
广东卫视,http://58.35.70.169:10055/live/gdtv/hls.m3u8
广东卫视,http://219.137.29.213:4433/tsfile/live/0125_1.m3u8
深圳卫视,http://58.35.70.169:10055/live/sztv/hls.m3u8
深圳卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=53
深圳卫视,http://111.75.151.236:50085/newlive/live/hls/26/live.m3u8
广西卫视,https://mpimg.cn/view.php/ca72438652c246086408c65f9533ec55.mp4
广西卫视,http://113.12.72.152:9901/tsfile/live/1024_1.m3u8
广西卫视,http://111.75.151.236:50085/newlive/live/hls/37/live.m3u8
云南卫视,http://58.35.70.169:10055/live/yntv/hls.m3u8
云南卫视,http://111.75.151.236:50085/newlive/live/hls/34/live.m3u8
云南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0119_1.m3u8
贵州卫视,http://58.35.70.169:10055/live/gztv/hls.m3u8
贵州卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=59
贵州卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
四川卫视,http://58.35.70.169:10055/live/sctv/hls.m3u8
四川卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
四川卫视,https://mpimg.cn/view.php/ca72438652c246086408c65f9533ec55.mp4
康巴卫视,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/wh7f454c46tw3423902933_-437655574/ott.mobaibox.com/PLTV/3/224/3221227645/index.m3u8
康巴卫视,https://cntv.lat/tv/live.php?auth=231110&id=kbws
康巴卫视,http://111.202.12.159:8080/kYGHWzA/1000/live.m3u8
新疆卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=61
新疆卫视,http://111.75.151.236:50085/newlive/live/hls/49/live.m3u8
新疆卫视,http://113.12.72.152:9901/tsfile/live/1036_1.m3u8
兵团卫视,http://111.75.151.236:50085/newlive/live/hls/50/live.m3u8
兵团卫视,http://php.jdshipin.com:8880/bst.php?id=btws/1300000
兵团卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226439/index.m3u8
西藏卫视,http://113.12.72.152:9901/tsfile/live/1035_1.m3u8
西藏卫视,http://php.jdshipin.com:8880/bst.php?id=xzws/1300000
海南卫视,http://58.35.70.169:10055/live/lytv/hls.m3u8
海南卫视,http://8.134.82.80:32858/ysp0409/haiouysp.php?id=60
海南卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
三沙卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?IAS
三沙卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?IAS
三沙卫视,https://epg.pw/stream/c4ba0d95e8a9b1c1da11803b921178cb165d67aebc2806e0f29d2180c05e684a.m3u8
海峡卫视,https://cntv.lat/tv/live.php?auth=231110&id=hxws

港澳频道,#genre#
凤凰中文,https://play-flive.ifeng.com/live/06OLEGEGM4G.flv
凤凰中文,https://play-flive.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://182.136.215.165:4022/udp/239.93.0.162:2192
凤凰资讯,https://edge2.laotv.la/live/PhoenixNews/index.m3u8
凤凰资讯,https://play-flive.ifeng.com/live/06OLEEWQKN4.flv
凤凰资讯,https://play-flive.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
凤凰香港,https://ktpremium.com:443/M919HR/5577/492400?c=香港
澳门莲花,http://2493103243.cloudvdn.com/a.m3u8?domain=live-hls.macaulotustv.com&player=i4kAAKFEHhPy3ccX&secondToken=secondToken%3A-JZT5PxNspSoIal9k62167GNsts&streamid=lotustv%3Alotustv%2Fmacaulotustv&v3=1
澳门莲花,http://moss.hk3.345888.xyz.cdn.cloudflare.net/11/lotus.php
澳门莲花,https://p.ggiptv.com/v/macaulotustv.php
翡翠台,http://qwas.eatuo.com:9901/tsfile/live/1013_1.m3u8
翡翠台,https://pi.0472.org/tv/fct.php?auth=230918
翡翠台,https://epg.pw/stream/32e4ae9af65495464449144f8ac46bb0c384b67e3252e757547402d54fb08dc1.m3u8
明珠台,https://pi.0472.org/tv/mzt.php?auth=2309081833
明珠台,http://nz189l149.bb27109.ctm.net:8892/bysid/2
明珠台,https://pi.0472.org/tv/mzt.php?auth=230918
CHC动作电影,http://nas.tuyuannet.cn:8800/rtp/239.37.0.186:5540
CHC动作电影,http://115.60.241.249:2000/rtp/225.1.4.208:1261
CHC动作电影,http://221.15.7.42:8888/rtp/225.1.4.208:1261
CHC家庭影院,http://[2409:8087:4c0a:22:1::22]:6610/170000001115/UmaiCHAN63807601b19dd/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNRxu2SqX2RKsLT0S7AyQ8XopIVrD6IJGxdajeuKy4iZqZ4tkZuiEpwSRPszF6PIvg4&IA
CHC家庭影院,http://36.46.99.145:8008/rtp/239.112.205.205:5140
CHC家庭影院,http://42.48.17.188:9901/tsfile/live/37232_1.m3u8
CHC高清电影,http://nas.tuyuannet.cn:8800/rtp/239.37.0.187:5540
CHC高清电影,https://epg.pw/stream/0fc644caf6205b2dd46b84766084d0a90eff010686f75b2fd646bdcf1943883d.m3u8

地方数字,#genre#
卡酷少儿,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225654/index.m3u8
卡酷少儿,http://159.75.85.63:5680/d/ad/h264/playad.m3u8
卡酷少儿,http://stopnote.vhostgo.com/?angtv.cc
金鹰卡通,http://116.128.243.121:9901/tsfile/live/1007_1.m3u8
金鹰卡通,http://111.75.151.236:50085/newlive/live/hls/53/live.m3u8
金鹰卡通,http://php.jdshipin.com:8880/bst.php?id=jykt/1300000
嘉佳卡通,http://111.75.151.236:50085/newlive/live/hls/55/live.m3u8
嘉佳卡通,http://php.jdshipin.com:8880/bst.php?id=jjkt/1300000
嘉佳卡通,https://epg.pw/stream/d0178ea9187bf71c3e4ba342479c27611605c51a4c4875642a553c57be320e58.m3u8
动漫秀场,http://php.jdshipin.com:8880/bst.php?id=dmxchd/4000000
动漫秀场,http://php.jdshipin.com:8880/bst.php?id=dmxc8m/8000000
动漫秀场,http://files4.3y1.xyz/media/video/nosignal_h264/playlist.m3u8
哈哈炫动,http://111.75.151.236:50085/newlive/live/hls/52/live.m3u8
哈哈炫动,http://php.jdshipin.com:8880/bst.php?id=hhxdhd/4000000
哈哈炫动,http://php.jdshipin.com:8880/bst.php?id=hhxdhd8m/8000000
欢笑剧场,http://php.jdshipin.com:8880/bst.php?id=hxjchd/4000000
欢笑剧场,http://111.75.151.236:50085/newlive/live/hls/56/live.m3u8
欢笑剧场,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43039/index.m3u8
都市剧场,http://php.jdshipin.com:8880/bst.php?id=dsjchd/4000000
都市剧场,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43085/index.m3u8
都市剧场,https://cntv.lat/tv/live.php?auth=231110&id=dsjc
五星体育,http://159.75.85.63:5680/d/ad/h264/playad.m3u8
五星体育,http://php.jdshipin.com:8880/bst.php?id=ssty/4000000
五星体育,http://php.jdshipin.com:8880/bst.php?id=wxtyhd8m/8000000
劲爆体育,http://php.jdshipin.com:8880/bst.php?id=jbtyhd/4000000
劲爆体育,http://159.75.85.63:5680/d/ad/h264/playad.m3u8
劲爆体育,https://live.goodiptv.club/api/bestv.php?id=jbtyhd8m/8000000
游戏风云,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel43041/index.m3u8
游戏风云,http://php.jdshipin.com:8880/bst.php?id=yxfyhd/4000000
游戏风云,https://cntv.lat/tv/live.php?auth=231110&id=yxfy
快乐垂钓,http://php.jdshipin.com:8880/bst.php?id=klcd8m/8000000
快乐垂钓,http://stopnote.vhostgo.com/?angtv.cc
快乐垂钓,https://cntv.lat/tv/live.php?auth=231110&id=klcd

